Code,Name,CC Adult Open_43437,CC Adult Occ_43437,Occupancy rate_43437,CC Adult Open_43438,CC Adult Occ_43438,Occupancy rate_43438,CC Adult Open_43439,CC Adult Occ_43439,Occupancy rate_43439,CC Adult Open_43440,CC Adult Occ_43440,Occupancy rate_43440,CC Adult Open_43441,CC Adult Occ_43441,Occupancy rate_43441,CC Adult Open_43442,CC Adult Occ_43442,Occupancy rate_43442,CC Adult Open_43443,CC Adult Occ_43443,Occupancy rate_43443,CC Adult Open_43444,CC Adult Occ_43444,Occupancy rate_43444,CC Adult Open_43445,CC Adult Occ_43445,Occupancy rate_43445,CC Adult Open_43446,CC Adult Occ_43446,Occupancy rate_43446,CC Adult Open_43447,CC Adult Occ_43447,Occupancy rate_43447,CC Adult Open_43448,CC Adult Occ_43448,Occupancy rate_43448,CC Adult Open_43449,CC Adult Occ_43449,Occupancy rate_43449,CC Adult Open_43450,CC Adult Occ_43450,Occupancy rate_43450,CC Adult Open_43451,CC Adult Occ_43451,Occupancy rate_43451,CC Adult Open_43452,CC Adult Occ_43452,Occupancy rate_43452,CC Adult Open_43453,CC Adult Occ_43453,Occupancy rate_43453,CC Adult Open_43454,CC Adult Occ_43454,Occupancy rate_43454,CC Adult Open_43455,CC Adult Occ_43455,Occupancy rate_43455,CC Adult Open_43456,CC Adult Occ_43456,Occupancy rate_43456,CC Adult Open_43457,CC Adult Occ_43457,Occupancy rate_43457,CC Adult Open_43458,CC Adult Occ_43458,Occupancy rate_43458,CC Adult Open_43459,CC Adult Occ_43459,Occupancy rate_43459,CC Adult Open_43460,CC Adult Occ_43460,Occupancy rate_43460,CC Adult Open_43461,CC Adult Occ_43461,Occupancy rate_43461,CC Adult Open_43462,CC Adult Occ_43462,Occupancy rate_43462,CC Adult Open_43463,CC Adult Occ_43463,Occupancy rate_43463,CC Adult Open_43464,CC Adult Occ_43464,Occupancy rate_43464,CC Adult Open_43465,CC Adult Occ_43465,Occupancy rate_43465,CC Adult Open_43466,CC Adult Occ_43466,Occupancy rate_43466,CC Adult Open_43467,CC Adult Occ_43467,Occupancy rate_43467,CC Adult Open_43468,CC Adult Occ_43468,Occupancy rate_43468,CC Adult Open_43469,CC Adult Occ_43469,Occupancy rate_43469,CC Adult Open_43470,CC Adult Occ_43470,Occupancy rate_43470,CC Adult Open_43471,CC Adult Occ_43471,Occupancy rate_43471,CC Adult Open_43472,CC Adult Occ_43472,Occupancy rate_43472,CC Adult Open_43473,CC Adult Occ_43473,Occupancy rate_43473,CC Adult Open_43474,CC Adult Occ_43474,Occupancy rate_43474,CC Adult Open_43475,CC Adult Occ_43475,Occupancy rate_43475,CC Adult Open_43476,CC Adult Occ_43476,Occupancy rate_43476,CC Adult Open_43477,CC Adult Occ_43477,Occupancy rate_43477,CC Adult Open_43478,CC Adult Occ_43478,Occupancy rate_43478,CC Adult Open_43479,CC Adult Occ_43479,Occupancy rate_43479,CC Adult Open_43480,CC Adult Occ_43480,Occupancy rate_43480,CC Adult Open_43481,CC Adult Occ_43481,Occupancy rate_43481,CC Adult Open_43482,CC Adult Occ_43482,Occupancy rate_43482,CC Adult Open_43483,CC Adult Occ_43483,Occupancy rate_43483,CC Adult Open_43484,CC Adult Occ_43484,Occupancy rate_43484,CC Adult Open_43485,CC Adult Occ_43485,Occupancy rate_43485,CC Adult Open_43486,CC Adult Occ_43486,Occupancy rate_43486,CC Adult Open_43487,CC Adult Occ_43487,Occupancy rate_43487,CC Adult Open_43488,CC Adult Occ_43488,Occupancy rate_43488,CC Adult Open_43489,CC Adult Occ_43489,Occupancy rate_43489,CC Adult Open_43490,CC Adult Occ_43490,Occupancy rate_43490,CC Adult Open_43491,CC Adult Occ_43491,Occupancy rate_43491,CC Adult Open_43492,CC Adult Occ_43492,Occupancy rate_43492,CC Adult Open_43493,CC Adult Occ_43493,Occupancy rate_43493,CC Adult Open_43494,CC Adult Occ_43494,Occupancy rate_43494,CC Adult Open_43495,CC Adult Occ_43495,Occupancy rate_43495,CC Adult Open_43496,CC Adult Occ_43496,Occupancy rate_43496,CC Adult Open_43497,CC Adult Occ_43497,Occupancy rate_43497,CC Adult Open_43498,CC Adult Occ_43498,Occupancy rate_43498,CC Adult Open_43499,CC Adult Occ_43499,Occupancy rate_43499,CC Adult Open_43500,CC Adult Occ_43500,Occupancy rate_43500,CC Adult Open_43501,CC Adult Occ_43501,Occupancy rate_43501,CC Adult Open_43502,CC Adult Occ_43502,Occupancy rate_43502,CC Adult Open_43503,CC Adult Occ_43503,Occupancy rate_43503,CC Adult Open_43504,CC Adult Occ_43504,Occupancy rate_43504,CC Adult Open_43505,CC Adult Occ_43505,Occupancy rate_43505,CC Adult Open_43506,CC Adult Occ_43506,Occupancy rate_43506,CC Adult Open_43507,CC Adult Occ_43507,Occupancy rate_43507,CC Adult Open_43508,CC Adult Occ_43508,Occupancy rate_43508,CC Adult Open_43509,CC Adult Occ_43509,Occupancy rate_43509,CC Adult Open_43510,CC Adult Occ_43510,Occupancy rate_43510,CC Adult Open_43511,CC Adult Occ_43511,Occupancy rate_43511,CC Adult Open_43512,CC Adult Occ_43512,Occupancy rate_43512,CC Adult Open_43513,CC Adult Occ_43513,Occupancy rate_43513,CC Adult Open_43514,CC Adult Occ_43514,Occupancy rate_43514,CC Adult Open_43515,CC Adult Occ_43515,Occupancy rate_43515,CC Adult Open_43516,CC Adult Occ_43516,Occupancy rate_43516,CC Adult Open_43517,CC Adult Occ_43517,Occupancy rate_43517,CC Adult Open_43518,CC Adult Occ_43518,Occupancy rate_43518,CC Adult Open_43519,CC Adult Occ_43519,Occupancy rate_43519,CC Adult Open_43520,CC Adult Occ_43520,Occupancy rate_43520,CC Adult Open_43521,CC Adult Occ_43521,Occupancy rate_43521,CC Adult Open_43522,CC Adult Occ_43522,Occupancy rate_43522,CC Adult Open_43523,CC Adult Occ_43523,Occupancy rate_43523,CC Adult Open_43524,CC Adult Occ_43524,Occupancy rate_43524,CC Adult Open_43525,CC Adult Occ_43525,Occupancy rate_43525,CC Adult Open_43526,CC Adult Occ_43526,Occupancy rate_43526,CC Adult Open_43527,CC Adult Occ_43527,Occupancy rate_43527
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,34,31,91.2%,34,27,79.4%,34,31,91.2%,34,31,91.2%,34,26,76.5%,34,25,73.5%,34,23,67.6%,34,26,76.5%,34,32,94.1%,34,29,85.3%,34,31,91.2%,34,29,85.3%,34,26,76.5%,34,24,70.6%,34,29,85.3%,34,30,88.2%,34,29,85.3%,34,29,85.3%,34,22,64.7%,34,19,55.9%,34,15,44.1%,34,21,61.8%,34,19,55.9%,34,17,50.0%,34,24,70.6%,34,27,79.4%,34,20,58.8%,34,19,55.9%,34,27,79.4%,34,20,58.8%,34,28,82.4%,34,30,88.2%,34,27,79.4%,34,28,82.4%,34,27,79.4%,34,33,97.1%,34,32,94.1%,34,30,88.2%,34,31,91.2%,34,28,82.4%,34,24,70.6%,34,24,70.6%,34,31,91.2%,34,30,88.2%,34,32,94.1%,34,33,97.1%,34,30,88.2%,34,27,79.4%,34,28,82.4%,34,30,88.2%,34,31,91.2%,34,32,94.1%,34,30,88.2%,34,29,85.3%,34,24,70.6%,34,20,58.8%,34,28,82.4%,34,27,79.4%,34,26,76.5%,34,29,85.3%,34,24,70.6%,34,21,61.8%,34,22,64.7%,34,22,64.7%,34,29,85.3%,34,29,85.3%,34,29,85.3%,34,24,70.6%,34,23,67.6%,34,22,64.7%,34,30,88.2%,34,34,100.0%,34,33,97.1%,34,29,85.3%,34,26,76.5%,34,21,61.8%,34,22,64.7%,34,28,82.4%,34,31,91.2%,34,32,94.1%,34,30,88.2%,34,25,73.5%,34,21,61.8%,34,22,64.7%,34,31,91.2%,34,28,82.4%,34,31,91.2%,34,28,82.4%,34,22,64.7%,34,27,79.4%,34,26,76.5%
RMC,Bolton NHS Foundation Trust,18,15,83.3%,18,16,88.9%,18,15,83.3%,18,15,83.3%,18,15,83.3%,18,16,88.9%,18,17,94.4%,18,16,88.9%,18,17,94.4%,18,17,94.4%,18,13,72.2%,18,12,66.7%,18,10,55.6%,18,13,72.2%,18,12,66.7%,18,12,66.7%,18,12,66.7%,18,18,100.0%,18,15,83.3%,18,16,88.9%,18,10,55.6%,18,14,77.8%,18,13,72.2%,18,12,66.7%,18,11,61.1%,18,13,72.2%,18,12,66.7%,18,12,66.7%,18,15,83.3%,18,18,100.0%,18,11,61.1%,18,11,61.1%,18,12,66.7%,18,13,72.2%,18,13,72.2%,18,11,61.1%,18,11,61.1%,18,14,77.8%,18,16,88.9%,18,13,72.2%,18,13,72.2%,18,14,77.8%,18,16,88.9%,18,15,83.3%,18,14,77.8%,18,17,94.4%,18,15,83.3%,18,15,83.3%,18,16,88.9%,18,16,88.9%,18,18,100.0%,18,13,72.2%,18,12,66.7%,18,12,66.7%,18,14,77.8%,18,11,61.1%,18,11,61.1%,18,12,66.7%,18,11,61.1%,18,13,72.2%,18,14,77.8%,18,13,72.2%,18,14,77.8%,18,17,94.4%,18,18,100.0%,18,16,88.9%,18,16,88.9%,18,16,88.9%,18,14,77.8%,18,17,94.4%,18,17,94.4%,18,17,94.4%,18,16,88.9%,18,18,100.0%,18,17,94.4%,18,14,77.8%,18,14,77.8%,18,16,88.9%,18,16,88.9%,18,11,61.1%,18,13,72.2%,18,15,83.3%,18,13,72.2%,18,13,72.2%,18,17,94.4%,18,18,100.0%,18,16,88.9%,18,15,83.3%,18,13,72.2%,18,11,61.1%,18,11,61.1%
RAE,Bradford Teaching Hospitals NHS Foundation Trust,16,14,87.5%,16,13,81.3%,16,13,81.3%,16,12,75.0%,16,14,87.5%,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,13,81.3%,16,12,75.0%,16,10,62.5%,16,15,93.8%,16,11,68.8%,16,13,81.3%,16,15,93.8%,16,11,68.8%,16,14,87.5%,16,10,62.5%,16,12,75.0%,16,11,68.8%,16,11,68.8%,16,9,56.3%,16,7,43.8%,16,10,62.5%,16,16,100.0%,14,13,92.9%,14,13,92.9%,16,13,81.3%,16,15,93.8%,16,13,81.3%,16,12,75.0%,16,15,93.8%,16,12,75.0%,16,14,87.5%,16,14,87.5%,16,14,87.5%,16,12,75.0%,16,13,81.3%,16,14,87.5%,16,14,87.5%,16,14,87.5%,16,13,81.3%,16,15,93.8%,16,13,81.3%,16,14,87.5%,16,14,87.5%,16,13,81.3%,16,11,68.8%,16,13,81.3%,16,13,81.3%,16,11,68.8%,16,12,75.0%,16,12,75.0%,16,13,81.3%,16,12,75.0%,16,12,75.0%,16,15,93.8%,16,13,81.3%,16,14,87.5%,16,14,87.5%,16,15,93.8%,16,15,93.8%,16,12,75.0%,16,11,68.8%,16,14,87.5%,16,14,87.5%,16,13,81.3%,16,14,87.5%,16,14,87.5%,16,16,100.0%,16,16,100.0%,16,16,100.0%,16,11,68.8%,16,11,68.8%,16,11,68.8%,16,11,68.8%,16,11,68.8%,16,12,75.0%,16,15,93.8%,16,12,75.0%,16,11,68.8%,16,13,81.3%,16,13,81.3%,16,12,75.0%,16,12,75.0%,16,11,68.8%,16,13,81.3%,16,12,75.0%,16,15,93.8%,16,14,87.5%,16,13,81.3%
RWY,Calderdale and Huddersfield NHS Foundation Trust,13,9,69.2%,13,6,46.2%,13,7,53.8%,13,7,53.8%,14,6,42.9%,14,7,50.0%,13,7,53.8%,13,9,69.2%,13,11,84.6%,13,11,84.6%,13,11,84.6%,15,7,46.7%,15,7,46.7%,13,6,46.2%,13,9,69.2%,13,11,84.6%,13,9,69.2%,13,9,69.2%,15,9,60.0%,14,10,71.4%,13,9,69.2%,13,10,76.9%,14,9,64.3%,14,8,57.1%,13,10,76.9%,14,9,64.3%,14,8,57.1%,13,8,61.5%,13,9,69.2%,13,7,53.8%,13,9,69.2%,13,9,69.2%,13,9,69.2%,13,10,76.9%,13,9,69.2%,13,13,100.0%,13,12,92.3%,13,12,92.3%,13,11,84.6%,14,11,78.6%,13,11,84.6%,13,12,92.3%,13,12,92.3%,13,12,92.3%,13,11,84.6%,13,13,100.0%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,10,76.9%,13,11,84.6%,13,10,76.9%,13,11,84.6%,13,11,84.6%,12,11,91.7%,12,12,100.0%,13,10,76.9%,13,12,92.3%,13,11,84.6%,13,11,84.6%,13,9,69.2%,13,11,84.6%,13,12,92.3%,13,11,84.6%,13,13,100.0%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,10,76.9%,13,9,69.2%,13,11,84.6%,13,12,92.3%,13,12,92.3%,13,11,84.6%,13,11,84.6%,13,12,92.3%,13,12,92.3%,13,12,92.3%,13,12,92.3%,13,9,69.2%,12,11,91.7%,13,11,84.6%,13,12,92.3%,13,9,69.2%,13,8,61.5%,13,8,61.5%,13,9,69.2%,13,9,69.2%,13,10,76.9%,13,9,69.2%
RLN,City Hospitals Sunderland NHS Foundation Trust,18,14,77.8%,18,11,61.1%,18,10,55.6%,18,8,44.4%,18,10,55.6%,18,10,55.6%,18,10,55.6%,18,12,66.7%,18,7,38.9%,18,10,55.6%,18,10,55.6%,18,12,66.7%,18,11,61.1%,18,12,66.7%,18,10,55.6%,18,9,50.0%,18,10,55.6%,18,10,55.6%,18,9,50.0%,18,10,55.6%,18,9,50.0%,18,12,66.7%,18,14,77.8%,18,11,61.1%,18,9,50.0%,18,9,50.0%,18,11,61.1%,18,12,66.7%,18,11,61.1%,18,11,61.1%,18,10,55.6%,18,11,61.1%,18,13,72.2%,18,9,50.0%,18,11,61.1%,18,13,72.2%,18,13,72.2%,18,13,72.2%,18,12,66.7%,18,13,72.2%,18,11,61.1%,18,12,66.7%,18,12,66.7%,18,11,61.1%,18,10,55.6%,18,11,61.1%,18,16,88.9%,18,13,72.2%,18,12,66.7%,18,13,72.2%,18,14,77.8%,18,15,83.3%,18,12,66.7%,18,14,77.8%,18,15,83.3%,18,11,61.1%,18,13,72.2%,18,13,72.2%,18,11,61.1%,18,15,83.3%,18,14,77.8%,18,10,55.6%,18,11,61.1%,18,13,72.2%,18,13,72.2%,18,14,77.8%,18,13,72.2%,18,10,55.6%,18,13,72.2%,18,13,72.2%,18,11,61.1%,18,13,72.2%,18,12,66.7%,18,10,55.6%,18,12,66.7%,18,9,50.0%,18,11,61.1%,18,13,72.2%,18,13,72.2%,18,15,83.3%,18,13,72.2%,18,11,61.1%,18,12,66.7%,18,12,66.7%,18,13,72.2%,18,12,66.7%,18,9,50.0%,18,10,55.6%,18,7,38.9%,18,5,27.8%,18,8,44.4%
RJR,Countess of Chester Hospital NHS Foundation Trust,15,13,86.7%,15,13,86.7%,15,15,100.0%,15,12,80.0%,15,12,80.0%,15,11,73.3%,15,10,66.7%,15,12,80.0%,15,11,73.3%,15,13,86.7%,15,13,86.7%,15,11,73.3%,15,11,73.3%,15,9,60.0%,15,11,73.3%,15,9,60.0%,15,12,80.0%,15,11,73.3%,15,9,60.0%,15,11,73.3%,15,12,80.0%,15,13,86.7%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,10,66.7%,15,11,73.3%,15,11,73.3%,15,11,73.3%,15,10,66.7%,15,10,66.7%,15,12,80.0%,15,15,100.0%,15,10,66.7%,15,10,66.7%,15,13,86.7%,15,12,80.0%,15,11,73.3%,15,14,93.3%,15,12,80.0%,15,13,86.7%,15,14,93.3%,15,13,86.7%,15,12,80.0%,15,14,93.3%,15,14,93.3%,15,13,86.7%,15,12,80.0%,15,12,80.0%,15,14,93.3%,15,11,73.3%,15,12,80.0%,15,12,80.0%,15,10,66.7%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,10,66.7%,15,13,86.7%,15,13,86.7%,15,11,73.3%,15,12,80.0%,15,12,80.0%,15,12,80.0%,15,13,86.7%,15,14,93.3%,15,13,86.7%,15,12,80.0%,15,14,93.3%,15,14,93.3%,15,13,86.7%,15,13,86.7%,15,14,93.3%,15,14,93.3%,15,13,86.7%,15,10,66.7%,15,9,60.0%,15,8,53.3%,15,9,60.0%,15,12,80.0%,15,7,46.7%,15,8,53.3%,15,7,46.7%,15,6,40.0%,15,10,66.7%,15,12,80.0%,15,13,86.7%,15,11,73.3%,15,12,80.0%,15,9,60.0%,15,12,80.0%
RXP,County Durham and Darlington NHS Foundation Trust,21,13,61.9%,21,11,52.4%,21,15,71.4%,21,15,71.4%,21,17,81.0%,21,18,85.7%,21,16,76.2%,21,16,76.2%,21,15,71.4%,21,19,90.5%,21,18,85.7%,21,15,71.4%,21,12,57.1%,21,11,52.4%,21,12,57.1%,21,16,76.2%,21,16,76.2%,21,13,61.9%,21,13,61.9%,21,14,66.7%,21,13,61.9%,21,12,57.1%,21,10,47.6%,21,11,52.4%,21,15,71.4%,21,11,52.4%,21,12,57.1%,21,13,61.9%,21,17,81.0%,21,14,66.7%,21,15,71.4%,21,16,76.2%,21,14,66.7%,21,14,66.7%,21,14,66.7%,21,16,76.2%,21,16,76.2%,21,17,81.0%,21,19,90.5%,21,15,71.4%,21,15,71.4%,21,15,71.4%,21,17,81.0%,21,18,85.7%,21,20,95.2%,21,18,85.7%,21,17,81.0%,21,20,95.2%,21,18,85.7%,21,14,66.7%,21,15,71.4%,21,17,81.0%,21,20,95.2%,21,18,85.7%,21,14,66.7%,21,15,71.4%,21,17,81.0%,21,17,81.0%,21,16,76.2%,21,15,71.4%,21,17,81.0%,21,15,71.4%,21,16,76.2%,21,17,81.0%,21,16,76.2%,21,16,76.2%,21,16,76.2%,21,16,76.2%,21,14,66.7%,21,16,76.2%,21,17,81.0%,21,18,85.7%,21,18,85.7%,21,17,81.0%,21,17,81.0%,21,15,71.4%,21,14,66.7%,21,11,52.4%,21,13,61.9%,21,16,76.2%,21,16,76.2%,21,14,66.7%,21,14,66.7%,21,13,61.9%,21,12,57.1%,21,14,66.7%,21,15,71.4%,21,14,66.7%,21,14,66.7%,21,9,42.9%,21,12,57.1%
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,25,22,88.0%,25,22,88.0%,25,20,80.0%,25,22,88.0%,25,22,88.0%,25,21,84.0%,25,24,96.0%,25,22,88.0%,25,23,92.0%,25,22,88.0%,25,22,88.0%,25,21,84.0%,25,20,80.0%,25,20,80.0%,25,23,92.0%,25,23,92.0%,25,25,100.0%,25,23,92.0%,0,0,-,23,18,78.3%,25,22,88.0%,25,20,80.0%,24,21,87.5%,25,21,84.0%,25,21,84.0%,25,18,72.0%,25,21,84.0%,25,24,96.0%,25,21,84.0%,25,23,92.0%,25,22,88.0%,25,24,96.0%,25,23,92.0%,25,24,96.0%,25,24,96.0%,25,25,100.0%,25,24,96.0%,25,22,88.0%,25,20,80.0%,25,22,88.0%,25,22,88.0%,25,23,92.0%,25,23,92.0%,25,22,88.0%,25,25,100.0%,25,24,96.0%,25,23,92.0%,25,22,88.0%,25,22,88.0%,25,22,88.0%,25,22,88.0%,25,21,84.0%,25,24,96.0%,25,24,96.0%,25,20,80.0%,25,22,88.0%,25,22,88.0%,25,21,84.0%,25,23,92.0%,25,25,100.0%,25,24,96.0%,25,22,88.0%,25,21,84.0%,25,22,88.0%,25,20,80.0%,25,20,80.0%,25,21,84.0%,25,23,92.0%,24,21,87.5%,25,24,96.0%,25,21,84.0%,25,24,96.0%,25,23,92.0%,25,24,96.0%,25,22,88.0%,25,22,88.0%,25,22,88.0%,25,20,80.0%,25,24,96.0%,25,23,92.0%,25,24,96.0%,25,22,88.0%,25,23,92.0%,25,23,92.0%,25,24,96.0%,25,24,96.0%,25,22,88.0%,25,25,100.0%,25,23,92.0%,25,23,92.0%,25,22,88.0%
RJN,East Cheshire NHS Trust,6,6,100.0%,6,6,100.0%,7,7,100.0%,7,7,100.0%,6,4,66.7%,6,4,66.7%,6,5,83.3%,6,6,100.0%,6,4,66.7%,7,7,100.0%,6,3,50.0%,6,4,66.7%,7,4,57.1%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,3,50.0%,6,4,66.7%,6,5,83.3%,6,6,100.0%,6,6,100.0%,7,7,100.0%,6,3,50.0%,6,4,66.7%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,5,83.3%,6,6,100.0%,6,6,100.0%,6,5,83.3%,7,7,100.0%,6,5,83.3%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,3,50.0%,6,3,50.0%,6,6,100.0%,6,4,66.7%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,5,83.3%,6,6,100.0%,7,7,100.0%,7,7,100.0%,6,5,83.3%,6,5,83.3%,6,6,100.0%,7,7,100.0%,6,6,100.0%,7,7,100.0%,7,7,100.0%,6,6,100.0%,6,6,100.0%,7,7,100.0%,6,6,100.0%,6,5,83.3%,12,10,83.3%,6,5,83.3%,6,5,83.3%,7,7,100.0%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,4,66.7%,6,5,83.3%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,2,33.3%,7,3,42.9%,6,2,33.3%,6,2,33.3%,6,5,83.3%,6,5,83.3%,6,5,83.3%,6,3,50.0%,6,3,50.0%,6,5,83.3%,6,6,100.0%,6,5,83.3%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,2,33.3%
RXR,East Lancashire Hospitals NHS Trust,24,19,79.2%,24,20,83.3%,24,21,87.5%,24,19,79.2%,24,19,79.2%,24,18,75.0%,24,18,75.0%,24,20,83.3%,24,21,87.5%,24,21,87.5%,24,23,95.8%,24,20,83.3%,24,18,75.0%,24,18,75.0%,24,19,79.2%,24,20,83.3%,24,16,66.7%,24,18,75.0%,24,20,83.3%,24,17,70.8%,24,18,75.0%,24,20,83.3%,24,21,87.5%,24,17,70.8%,24,20,83.3%,24,19,79.2%,24,20,83.3%,24,22,91.7%,24,21,87.5%,24,21,87.5%,24,21,87.5%,24,21,87.5%,24,22,91.7%,24,17,70.8%,24,19,79.2%,24,21,87.5%,24,20,83.3%,24,21,87.5%,24,18,75.0%,24,18,75.0%,24,19,79.2%,24,17,70.8%,24,17,70.8%,24,21,87.5%,24,19,79.2%,24,18,75.0%,24,16,66.7%,24,18,75.0%,24,17,70.8%,24,19,79.2%,24,19,79.2%,24,21,87.5%,24,19,79.2%,24,18,75.0%,24,21,87.5%,24,16,66.7%,24,16,66.7%,24,21,87.5%,24,20,83.3%,24,18,75.0%,24,20,83.3%,24,16,66.7%,24,17,70.8%,24,19,79.2%,24,21,87.5%,24,20,83.3%,24,21,87.5%,24,20,83.3%,24,21,87.5%,24,19,79.2%,24,22,91.7%,24,21,87.5%,24,20,83.3%,24,18,75.0%,24,18,75.0%,24,21,87.5%,24,20,83.3%,24,22,91.7%,24,22,91.7%,24,22,91.7%,24,21,87.5%,24,23,95.8%,24,21,87.5%,24,20,83.3%,24,22,91.7%,24,23,95.8%,24,18,75.0%,24,22,91.7%,24,20,83.3%,24,22,91.7%,24,20,83.3%
RR7,Gateshead Health NHS Foundation Trust,14,9,64.3%,14,10,71.4%,14,14,100.0%,14,11,78.6%,14,11,78.6%,14,12,85.7%,14,12,85.7%,14,10,71.4%,14,13,92.9%,14,11,78.6%,14,10,71.4%,14,7,50.0%,14,9,64.3%,14,10,71.4%,14,14,100.0%,14,10,71.4%,14,9,64.3%,14,5,35.7%,14,6,42.9%,14,5,35.7%,14,8,57.1%,14,8,57.1%,14,10,71.4%,14,9,64.3%,14,10,71.4%,14,10,71.4%,14,9,64.3%,14,11,78.6%,14,13,92.9%,14,13,92.9%,14,13,92.9%,14,12,85.7%,14,12,85.7%,14,11,78.6%,14,11,78.6%,14,11,78.6%,14,10,71.4%,14,9,64.3%,14,11,78.6%,14,9,64.3%,14,7,50.0%,14,11,78.6%,14,10,71.4%,14,12,85.7%,14,10,71.4%,14,11,78.6%,14,10,71.4%,14,9,64.3%,14,10,71.4%,14,6,42.9%,14,11,78.6%,14,8,57.1%,14,9,64.3%,14,11,78.6%,14,12,85.7%,14,12,85.7%,14,8,57.1%,14,12,85.7%,14,7,50.0%,14,13,92.9%,14,12,85.7%,14,12,85.7%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,13,92.9%,14,12,85.7%,14,13,92.9%,14,14,100.0%,14,14,100.0%,14,12,85.7%,14,11,78.6%,14,9,64.3%,14,10,71.4%,14,10,71.4%,14,11,78.6%,14,10,71.4%,14,6,42.9%,14,7,50.0%,14,7,50.0%,14,7,50.0%,14,10,71.4%,14,10,71.4%,14,8,57.1%,14,8,57.1%,14,9,64.3%,14,9,64.3%,14,11,78.6%
RCD,Harrogate and District NHS Foundation Trust,8,5,62.5%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,7,87.5%,8,7,87.5%,8,5,62.5%,8,5,62.5%,8,8,100.0%,8,4,50.0%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,5,62.5%,8,4,50.0%,8,7,87.5%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,5,62.5%,8,6,75.0%,8,5,62.5%,8,5,62.5%,8,5,62.5%,8,7,87.5%,8,7,87.5%,8,6,75.0%,8,7,87.5%,8,8,100.0%,8,6,75.0%,8,7,87.5%,8,8,100.0%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,4,50.0%,8,6,75.0%,8,3,37.5%,8,5,62.5%,8,7,87.5%,8,8,100.0%,10,10,100.0%,9,9,100.0%,9,9,100.0%,8,6,75.0%,8,5,62.5%,8,7,87.5%,8,7,87.5%,8,8,100.0%,8,6,75.0%,8,6,75.0%,8,5,62.5%,8,7,87.5%,8,7,87.5%,8,6,75.0%,8,7,87.5%,8,4,50.0%,8,6,75.0%,8,6,75.0%,8,5,62.5%,8,5,62.5%,8,6,75.0%,8,5,62.5%,8,8,100.0%,8,6,75.0%,8,8,100.0%,8,7,87.5%,8,7,87.5%,8,7,87.5%,9,9,100.0%,8,8,100.0%,8,7,87.5%,10,10,100.0%,8,7,87.5%,8,7,87.5%,8,6,75.0%,8,6,75.0%,8,7,87.5%,8,6,75.0%,8,4,50.0%,8,7,87.5%,8,6,75.0%,8,6,75.0%,8,6,75.0%,8,5,62.5%,8,4,50.0%,8,7,87.5%,8,5,62.5%,8,7,87.5%
